コード,年度,自己資本比率,売上高,営業利益,一株配当,配当性向,連続増配,減配なし
3611,2020/03,50.7,57112000000,2603000000,40,42.47,0.0,0.0
3612,2020/03,31.1,236265000000,12359000000,53,32.04,2.0,6.0
3622,2020/03,67.7,5465836000,-77592000,3.25,-,0.0,10.0
3623,2020/12,19.4,2887000000,228000000,8.75,39.28,0.0,5.0
3625,2020/06,69.1,6311505000,219377000,5,-,1.0,5.0
3626,2020/03,63.3,443717000000,44839000000,30,23.01,0.0,0.0
3627,2020/02,57.5,10815726000,875519000,3,3.7,2.0,2.0
3628,2020/06,64.4,2782477000,262965000,12,14.04,0.0,6.0
3630,2020/12,32.6,45752000000,2836000000,28,14.31,6.0,9.0
3632,2020/06,89.3,62665000000,3162000000,10,84.98,0.0,0.0
3633,2020/12,30.6,11014000000,927000000,81,40.88,2.0,2.0
3634,2020/03,81.4,1227895000,21212000,3,42.77,0.0,5.0
3635,2020/03,82.5,42645000000,14102000000,61,45.42,10.0,10.0
3636,2020/09,56,92020000000,6231000000,135,23.14,7.0,8.0
3639,2020/06,75.8,6587274000,-86286000,-,-,0.0,1.0
3640,2020/03,40.2,14869947000,300962000,35,74.53,0.0,2.0
3641,2020/03,57.6,23347000000,1532000000,10,10.55,0.0,9.0
3645,2020/05,57.4,2917867000,106378000,1.5,13.58,0.0,2.0
3646,2020/03,84,2864585000,339119000,20,468.17,0.0,9.0
3647,2020/08,54,4570056000,52888000,-,92.23,0.0,0.0
3648,2020/03,72.4,19942445000,714745000,11,41.19,0.0,7.0
3649,2020/12,80.8,4004000000,636000000,8,47.97,2.0,9.0
3652,2020/03,92.2,1328494000,82676000,-,-,0.0,1.0
3653,2020/10,94.6,2073000000,-143535000,-,-,0.0,7.0
3655,2020/06,80.8,6621348000,1061096000,-,-,0.0,3.0
3656,2020/12,70.5,33952000000,2149000000,-,-,0.0,1.0
3657,2021/01,76.9,26729000000,3217000000,13,21.43,2.0,9.0
3658,2020/03,42,21281385000,793282000,-,-,0.0,8.0
3659,2020/12,82.3,293024000000,111450000000,5,7.86,1.0,2.0
3661,2020/03,43.2,11061851000,729677000,22,42.22,0.0,7.0
3662,2020/07,72.5,31739000000,1273000000,16,-,0.0,0.0
3663,2020/12,71.2,6373000000,773000000,10,-,5.0,7.0
3665,2021/01,72.1,7077000000,3033000000,10,13.89,1.0,4.0
3666,2020/03,72.6,7677818000,282450000,12,241.98,0.0,0.0
3667,2020/12,38.1,4073000000,-596000000,-,-,0.0,0.0
3668,2020/09,88.3,45128000000,12250000000,25,27.17,0.0,1.0
3670,2020/02,63.6,5583318000,247240000,55,34.59,0.0,3.0
3671,2020/12,39.7,4023000000,445000000,12,21.41,2.0,4.0
3672,2020/09,68,5949016000,-292286000,-,-,0.0,5.0
3673,2020/12,76.2,21162000000,4135000000,13.2,46.5,5.0,7.0
3674,2020/09,60.5,7874480000,820884000,-,-,0.0,4.0
3675,2020/12,30.9,15985000000,986000000,6.2,25.88,1.0,3.0
3676,2020/03,46.3,21138200000,1394065000,14,37.4,1.0,5.0
3677,2020/09,67.7,12771273000,1489101000,16,32.23,6.0,9.0
3678,2020/02,17,65860000000,1853000000,13,14.59,1.0,5.0
3679,2020/03,72.6,13199000000,3806000000,3,7.53,1.0,6.0
3680,2020/12,48.4,4385000000,-25000000,-,-,0.0,8.0
3681,2020/12,37.8,8282000000,1046000000,4,2.12,1.0,1.0
3682,2020/03,83.9,1928853000,162569000,18,148.95,1.0,4.0
3683,2020/12,49.5,12777000000,924000000,10,12.85,0.0,9.0
3687,2020/09,42.1,5764630000,1184296000,6,37.08,8.0,8.0
3688,2020/12,49.5,22487000000,3463000000,48,22.68,1.0,3.0
3689,2020/09,54.4,5683451000,-232129000,-,-,0.0,1.0
3690,2020/09,46.4,2618633000,276952000,4,0,0.0,1.0
3692,2020/03,62.9,1602027000,341130000,-,0,0.0,5.0
3694,2020/03,64.5,6728792000,256981000,-,-,0.0,4.0
3695,2020/12,66.5,3394000000,263000000,53.86,39.24,0.0,0.0
3696,2020/12,40.1,20213000000,1496000000,18,20.83,0.0,7.0
3697,2020/08,53,28712177000,2353376000,-,-,0.0,3.0
3698,2020/09,69.9,2349739000,457180000,-,-,0.0,5.0
3708,2020/03,53.5,80603000000,2870000000,75,28.18,1.0,1.0
3710,2020/09,87.4,3474514000,198803000,6,127.53,0.0,9.0
3712,2020/09,76.6,3035506000,1116673000,80,34.66,6.0,9.0
3723,2020/09,88.8,2496586000,1349985000,12,14.09,3.0,4.0
3726,2020/09,32.7,1967541000,-397831000,-,-,0.0,9.0
3727,2020/12,68.2,3384000000,54000000,-,-,0.0,9.0
3733,2020/10,84.9,20499889000,3352187000,85,20.86,0.0,0.0
3738,2020/03,30.4,474150000000,13726000000,75,33.54,0.0,9.0
3741,2020/03,83.2,6343928000,930591000,73,35.72,3.0,7.0
3744,2020/12,21.9,14841000000,236000000,10,13.98,1.0,4.0
3747,2020/09,63.9,2195658000,19348000,-,-,,
3750,2020/03,24.6,1180408000,-129159000,10,42.03,2.0,9.0
3751,2020/03,14.2,97887000000,2456000000,10,13.76,0.0,2.0
3753,2020/03,31.1,4517542000,542872000,-,-,0.0,2.0
3758,2020/12,44.2,25700000000,364000000,5,-,1.0,1.0
3760,2020/05,68,1678933000,-271831000,-,-,,
3762,2020/03,46.1,28553244000,3028303000,15,38.39,5.0,10.0
3763,2020/03,83.2,5052786000,1470085000,45,51.1,4.0,10.0
3765,2020/12,78.9,98844000000,30157000000,30,12.77,0.0,3.0
3766,2020/03,69.5,8350606000,-276799000,13,-,0.0,2.0
3768,2020/03,82.1,3150052000,507088000,20,21.37,9.0,9.0
3769,2020/09,16.5,33046404000,10388667000,52,34.73,9.0,9.0
3770,2020/04,95.4,3789027000,44686000,-,-,0.0,1.0
3771,2020/03,58.8,16250973000,1723049000,50,20.26,1.0,1.0
3772,2020/03,34.8,13220816000,2708359000,20,6.82,2.0,8.0
3773,2020/03,88.3,4747341000,695444000,-,-,0.0,2.0
3774,2020/03,38.3,204473515000,8225172000,13.5,30.38,0.0,5.0
3776,2020/12,36.2,16077000000,524000000,2,34.95,1.0,1.0
3777,2020/12,13.7,354000000,-269000000,-,-,,
3778,2020/03,25.5,21908899000,939206000,2.5,56.97,0.0,10.0
3779,2020/03,66.5,1267315000,51720000,-,-,0.0,1.0
3784,2020/12,46.4,27720200000,2128153000,14,19.95,1.0,1.0
3787,2020/03,96.9,524030000,-176031000,-,-,0.0,6.0
3788,2020/12,63.2,13332000000,1357000000,50.81,45.87,4.0,4.0
3791,2020/05,44.3,9062984000,282947000,5,-,0.0,4.0
3793,2020/03,32.9,10150166000,617072000,-,-,,
3796,2020/03,81,2123813000,123042000,5,47.45,0.0,5.0
3798,2020/03,78.9,6387867000,1331844000,26,19.43,9.0,9.0
3799,2020/03,68.3,18428343000,433992000,12,29.36,2.0,4.0
3800,2020/03,74.9,10138223000,1073196000,62,53.62,2.0,3.0
3802,2020/03,76.9,1305905000,135350000,10,13.07,0.0,5.0
3804,2020/10,65.2,3854536000,727322000,14,12.71,4.0,9.0
3807,2020/12,46.7,1119000000,61000000,3,34.61,1.0,1.0
3810,2020/05,80.3,12997762000,639200000,10,14.81,0.0,9.0
3814,2020/09,2,1291206000,-508257000,-,-,1.0,1.0
3816,2020/07,81.9,2766569000,455076000,15.83,17.89,0.0,8.0
3817,2020/03,57.4,43642000000,4948000000,110,-,0.0,5.0
3823,2020/08,58.5,1147162000,-431857000,-,-,0.0,4.0
3826,2020/02,68.9,4554211000,661225000,13,38.65,2.0,2.0
3834,2020/03,87.5,10265000000,1606000000,18.5,44.96,1.0,10.0
3835,2020/03,89.9,4441416000,1291914000,5.95,26.17,0.0,0.0
3836,2020/06,61.1,15691533000,2278690000,9,18.32,0.0,0.0
3837,2020/03,58.3,13315368000,1213977000,32,33.26,10.0,10.0
3839,2020/03,74.7,5151966000,523805000,10,22.42,0.0,6.0
3840,2020/03,61.8,2483937000,-546216000,-,-,0.0,4.0
3841,2020/03,84.3,1893913000,130094000,20,41.35,0.0,7.0
3842,2020/03,45.7,3878513000,-574073000,-,-,0.0,4.0
3843,2020/04,19,55295010000,2587802000,7,-,0.0,6.0
3844,2020/03,75.8,20932344000,2833548000,29,50.53,0.0,0.0
3845,2020/03,33,1666492000,-235911000,-,-,,
3847,2020/03,58.9,10813200000,815689000,120,30.77,5.0,8.0
3848,2020/03,82.5,2148633000,365694000,43,42.84,3.0,3.0
3850,2020/03,62.8,6915347000,720796000,25,20.73,5.0,5.0
3851,2020/03,70.1,3331121000,460116000,4,7.51,1.0,9.0
3852,2020/12,56.5,13672000000,827000000,18,24.84,2.0,8.0
3853,2020/03,58.6,2676744000,-262052000,4,-,0.0,0.0
3854,2020/07,49,12679627000,1700135000,15,25.22,0.0,0.0
3856,2020/06,14.2,6678034000,361577000,17,41.54,0.0,5.0
3857,2020/03,53.4,40466000000,1767009000,24,54.89,0.0,0.0
3858,2020/03,85.8,2346683000,35484000,-,-,0.0,0.0
3861,2020/03,36.7,1507607000000,106125000000,14,22.14,1.0,9.0
3863,2020/03,27.5,1043912000000,35048000000,40,32.58,0.0,0.0
3864,2020/03,28.5,194575000000,1976000000,5,27.84,0.0,9.0
3865,2020/03,52.3,264618000000,11208000000,12,28.1,0.0,9.0
3877,2020/03,40.1,95140000000,2057000000,50,72.58,0.0,6.0
3878,2020/03,20.6,30995000000,-64000000,-,50,0.0,4.0
3880,2020/03,26.1,546433000000,30628000000,13.5,8.18,0.0,9.0
3891,2020/03,66,13099452000,995046000,20,31.12,1.0,9.0
3892,2020/05,68,10032377000,1350975000,15,7.14,1.0,9.0
3895,2020/03,53.9,12869820000,943346000,18,22.06,2.0,2.0
3896,2020/03,28.2,15353164000,246859000,-,-,0.0,2.0
3900,2020/09,61.2,8728350000,-298359000,-,-,0.0,0.0
3901,2020/12,72.6,2663000000,960000000,21,37.63,4.0,4.0
3902,2020/12,77,4579000000,1146000000,3.6,20.14,0.0,4.0
3903,2020/04,71.1,19827695000,2225402000,5,8.54,0.0,6.0
3904,2020/12,34.6,8749000000,744000000,3.9,0.01,0.0,0.0
3906,2020/12,89.6,2703000000,250000000,-,-,,
3907,2020/11,54.6,4134000000,73000000,-,-,0.0,0.0
3908,2020/03,77.5,2019443000,191480000,-,-,0.0,0.0
3909,2020/12,73.6,1530000000,45000000,6,149.18,1.0,1.0
3910,2020/03,56.8,2380616000,314443000,8,22.03,0.0,1.0
3911,2020/12,74.3,11903000000,1673000000,-,-,0.0,0.0
3912,2020/12,87.3,2855000000,863000000,-,0.01,0.0,1.0
3913,2020/12,88.1,913000000,32000000,-,-,0.0,3.0
3914,2020/12,72.8,2192000000,313000000,-,-,0.0,3.0
3915,2020/02,58.5,9300399000,725342000,-,-,0.0,1.0
3916,2020/06,68.2,13495896000,1352372000,20,28.25,7.0,7.0
3917,2020/03,66.3,5337307000,114896000,-,-,0.0,2.0
3918,2020/09,40.4,16758152000,750207000,46,86.07,0.0,0.0
3919,2020/02,54.4,6207962000,1390534000,21,18.83,0.0,0.0
3920,2020/09,50.5,1946940000,198665000,-,-,0.0,1.0
3921,2021/01,65.6,5325000000,920000000,11,16.45,3.0,3.0
3922,2020/02,74.3,2891311000,560377000,-,-,0.0,2.0
3923,2020/03,73.8,11608041000,1174468000,1.6,24.93,0.0,0.0
3924,2020/03,66,9094846000,709492000,25,26.51,1.0,6.0
3925,2020/03,78.9,3667107000,1101535000,40,21.66,3.0,3.0
3926,2020/03,90.8,4936987000,1538415000,-,-,0.0,2.0
3928,2020/12,49.6,11533000000,1135000000,-,-,,
3929,2020/03,25.8,3924994000,201214000,12,93.74,3.0,3.0
3930,2020/07,89.9,2542737000,276811000,-,-,0.0,1.0
3931,2021/01,48.1,4470000000,91000000,10,-,1.0,3.0
3932,2020/03,71.3,32048000000,11053000000,30,2.1,2.0,2.0
3933,2020/03,53.8,3186605000,241902000,2,3.91,0.0,1.0
3934,2020/03,54.9,7701280000,1124017000,8,6.3,0.0,6.0
3935,2020/02,44.4,2454361000,-176950000,-,-,0.0,0.0
3936,2020/03,28.8,1300546000,-186862000,-,-,,
3937,2020/03,58.4,4038254000,707908000,5,10.77,0.0,0.0
3939,2020/09,82.8,1881444000,654473000,2,10.18,0.0,0.0
3940,2020/12,89.3,2540000000,373000000,5.5,46.84,0.0,2.0
3941,2020/03,33.9,683780000000,41227000000,20,14.25,1.0,9.0
3944,2020/12,47,16800000000,566000000,50,458.33,0.0,9.0
3945,2020/03,19,31895000000,477000000,60,25.93,0.0,9.0
3946,2020/03,44,176583000000,6911000000,45,17.91,0.0,0.0
3947,2020/12,58.6,52277000000,725000000,50,52.99,0.0,9.0
3948,2020/12,75.7,7256000000,445000000,23,37.57,1.0,1.0
3950,2020/12,71.4,78445000000,3275000000,60,47.58,1.0,9.0
3951,2020/03,48.3,40460050000,1837357000,21,34.56,0.0,0.0
3953,2020/03,70.1,5262991000,312452000,10,31.28,0.0,2.0
3954,2020/03,64.1,21434868000,1361823000,38,17.15,4.0,9.0
3955,2021/01,75.1,21237000000,873000000,20,22.88,3.0,7.0
3956,2020/03,51,4582790000,115418000,4,18.55,1.0,8.0
3960,2020/06,57,2477251000,137614000,-,-,0.0,2.0
3961,2020/12,81.1,1232530000,219000000,-,-,,
3962,2020/09,46.6,10542000000,4203095000,-,-,0.0,0.0
3963,2020/03,87.5,2014534000,557679000,-,-,0.0,2.0
3964,2020/12,58.1,24078000000,3705000000,21,33.71,0.0,4.0
3965,2020/09,55.1,6880005000,169218000,20,134.23,5.0,5.0
3967,2020/02,80.9,1963995000,186550000,-,-,0.0,0.0
3968,2020/12,43.7,10992000000,843000000,16,18.12,0.0,1.0
3969,2020/03,76.6,1623295000,588329000,16,24.42,3.0,3.0
3974,2020/10,60,2462247000,129382000,20,52.41,4.0,8.0
3975,2020/12,40.9,51087000000,-727000000,12,-,0.0,0.0
3976,2020/10,40.2,1786111000,40084000,-,-,0.0,0.0
3978,2020/06,35.7,41270000000,396000000,11,-,3.0,3.0
3981,2020/12,26.5,12378000000,1136000000,-,-,0.0,2.0
3983,2020/12,83.8,5240000000,1707000000,10,12.64,1.0,2.0
3984,2020/06,89.1,1667483000,687219000,-,-,0.0,0.0
3985,2020/09,51.9,2301573000,178081000,-,-,0.0,1.0
3986,2020/06,79.3,1156854000,138592000,12,17.7,0.0,4.0
3987,2020/08,53.7,2859046000,-339090000,-,-,0.0,0.0
3988,2020/07,57.4,5890748000,344435000,13,13.97,0.0,0.0
3989,2020/09,19.2,3987105000,364793000,-,-,0.0,1.0
3991,2020/08,53.9,3094524000,443777000,-,-,0.0,3.0
3992,2020/09,74.5,5364010000,492927000,16,32.91,1.0,4.0
3995,2021/01,24.5,4922000000,129000000,-,-,0.0,0.0
3996,2020/02,49.2,2122272000,-176471000,2.5,-,0.0,1.0
3997,2020/12,84.6,2110000000,107000000,5,22.64,0.0,1.0
3998,2020/12,72.1,1649000000,540000000,-,-,0.0,1.0
4004,2020/12,18.4,973700000000,-19449000000,65,-,3.0,3.0
4005,2020/03,25.3,2225804000000,137517000000,17,116.31,0.0,6.0
4008,2020/03,64.1,99701000000,7775000000,100,32.18,0.0,9.0
4021,2020/03,73.7,206837000000,38647000000,90,40.16,7.0,9.0
4022,2020/03,41.8,29759000000,1871000000,40,23.02,0.0,9.0
4023,2020/03,66.8,142398000000,18041000000,170,26.3,2.0,3.0
4025,2020/12,62.7,30175000000,1759000000,45,22.19,0.0,4.0
4026,2020/04,39.4,21198000000,927000000,20,30.5,0.0,0.0
4027,2020/03,73.3,45435000000,5808000000,40,20.86,5.0,9.0
4028,2020/03,44.5,101066000000,6188000000,20,20.31,2.0,10.0
4031,2020/03,52.9,37561000000,1409000000,50,56.44,1.0,4.0
4041,2020/03,67.1,144739000000,8135000000,80,26.84,0.0,8.0
4042,2020/03,64,786083000000,81658000000,56,32.74,0.0,9.0
4043,2020/03,44,316096000000,34281000000,70,20.93,1.0,1.0
4044,2020/03,54.3,222469000000,7975000000,75,55.17,1.0,1.0
4045,2020/12,79.8,133392000000,12336000000,30,48.32,2.0,9.0
4046,2020/03,62.4,105477000000,9698000000,65,24.27,0.0,10.0
4047,2020/03,54.8,53679000000,7729000000,14,16.03,5.0,6.0
4061,2020/03,50,380803000000,31587000000,125,45.79,5.0,9.0
4062,2020/03,51.7,295999000000,19685000000,35,43.22,0.0,8.0
4063,2020/03,82.1,1543525000000,406041000000,220,27.84,5.0,10.0
4064,2020/03,39.9,46699000000,2557000000,40,18.78,2.0,9.0
4078,2020/03,64.4,87177000000,4015000000,40,26.51,1.0,9.0
4082,2020/03,56.6,26518686000,3110821000,20,19.6,6.0,6.0
4088,2020/03,36.9,809083000000,50616000000,44,26.39,3.0,9.0
4091,2020/03,23.4,850239000000,93921000000,28,21.91,5.0,9.0
4092,2020/03,54.2,36243000000,2481000000,70,30.75,1.0,6.0
4093,2020/03,50.1,33561410000,1523144000,45,34.09,7.0,9.0
4094,2020/03,87.1,21521000000,2374465000,30,29.46,6.0,9.0
4095,2020/03,66.1,119028000000,12601000000,24,28.03,0.0,0.0
4097,2020/03,66.2,83598202000,5141348000,16,23.21,0.0,5.0
4098,2020/03,48.6,8761000000,514000000,30,22.44,1.0,5.0
4099,2020/03,70.2,51564000000,7848000000,24,23.98,1.0,10.0
4100,2020/03,26.2,33147000000,-611000000,-,-,0.0,2.0
4102,2020/03,55.1,11869000000,114430000,30,57.74,0.0,1.0
4107,2020/12,82.7,16859000000,2185000000,90,30.31,1.0,2.0
4109,2020/03,64,33729000000,2407000000,45,31.76,0.0,10.0
4112,2020/03,61.8,37771000000,2902000000,50,21.26,0.0,1.0
4113,2020/03,53,25671601000,2688977000,120,18.13,3.0,10.0
4114,2020/03,67.2,302150000000,13178000000,180,64.7,3.0,7.0
4115,2020/03,65.8,21284000000,3016000000,32,19.83,0.0,9.0
4116,2020/03,50.1,155108000000,4850000000,77.5,39.68,0.0,9.0
4118,2020/03,50.7,601514000000,26014000000,100,48.9,1.0,9.0
4119,2020/03,42.7,38406827000,461500000,80,67.97,0.0,3.0
4120,2020/03,57.3,5521594000,188357000,30,26.55,1.0,3.0
4124,2020/09,86.9,1050767000,111839000,25,35.42,0.0,0.0
4151,2020/12,87.2,318352000000,111302000000,44,50.25,3.0,9.0
4182,2020/03,63.8,613344000000,34260000000,70,70.24,5.0,9.0
4183,2020/03,34.6,1349522000000,71636000000,100,57.43,5.0,5.0
4185,2020/03,58.5,471967000000,32884000000,60,57.74,0.0,10.0
4186,2020/12,75.3,117585000000,15589000000,154,50.44,2.0,9.0
4187,2020/11,76.5,28681191000,4442353000,46,30.08,5.0,7.0
4188,2020/03,22.8,3580510000000,144285000000,32,105.04,5.0,9.0
4189,2020/12,45.4,77332000000,5642000000,60,54.97,1.0,3.0
4202,2020/03,60.6,412826000000,29644000000,34,209.2,0.0,9.0
4203,2020/03,62.5,206620000000,10285000000,75,43.2,2.0,6.0
4204,2020/03,55.1,1129254000000,87768000000,46,35.93,10.0,10.0
4205,2020/03,63.5,321966000000,26104000000,21,22.72,10.0,10.0
4206,2020/03,63.2,191501000000,20850000000,106,53.84,10.0,10.0
4208,2020/03,45.7,667892000000,34033000000,90,55.1,3.0,9.0
4212,2020/03,77.3,67727000000,10353000000,50,31.06,10.0,10.0
4215,2020/03,56.1,139432000000,7372000000,37,22.34,3.0,10.0
4216,2020/03,66.7,56581000000,4368000000,50,30.69,2.0,9.0
4217,2020/03,60.1,631433000000,23126000000,30,76.17,0.0,5.0
4218,2020/03,62.3,44063000000,2975000000,33,44.95,0.0,0.0
4220,2020/03,54.1,98808671000,5581820000,16,33.6,5.0,10.0
4221,2020/12,59.4,80958000000,4286000000,60,22.86,0.0,1.0
4222,2020/03,-1.6,17867389000,183675000,-,-,0.0,9.0
4224,2020/03,69.3,19895000000,1743000000,80,34.3,1.0,9.0
4228,2020/03,44.1,136155000000,3725000000,30,58.46,0.0,7.0
4229,2020/03,79.8,26983000000,1936000000,80,40.36,0.0,9.0
4231,2020/03,69.4,39870160000,1301761000,14,152.73,0.0,7.0
4234,2020/03,54.4,29698012000,181409000,18,-,0.0,9.0
4235,2020/12,34.7,10000000000,406000000,20,625.71,2.0,9.0
4237,2020/03,59.4,12170235000,345000000,6,44.51,0.0,8.0
4238,2021/01,83.9,9733000000,868000000,30,26.74,0.0,3.0
4240,2020/03,91.2,835661000,26346000,-,-,0.0,1.0
4241,2020/03,30.2,2977990000,157208000,3,114.02,0.0,7.0
4242,2020/03,21.6,47030000000,2456000000,20,4.77,2.0,4.0
4243,2020/09,67.9,3580823000,2000,5,-,0.0,0.0
4245,2020/12,27.5,34647000000,1045000000,24,62.43,0.0,7.0
4246,2020/03,51.3,182219000000,8995000000,30,46.2,0.0,2.0
4248,2020/12,53.2,14863000000,1778000000,19,48.58,8.0,8.0
4249,2020/03,53.3,170773000000,5497000000,94,46.01,5.0,6.0
4251,2020/12,40.9,14735000000,1102000000,13.5,13.56,0.0,0.0
4272,2020/03,75.2,175123000000,17485000000,30,40.53,0.0,9.0
4274,2020/03,65.9,1549753000,168395000,6,24.53,0.0,2.0
4275,2020/03,53.6,49745000000,1599000000,12,41.59,0.0,6.0
4282,2020/09,62.6,66689000000,4553000000,20,56.19,0.0,0.0
4284,2020/12,53.5,13186000000,848000000,17,32.27,2.0,9.0
4286,2020/12,51.3,17129000000,1243000000,36,29.41,3.0,3.0
4287,2021/01,92.8,2103000000,185000000,7.4,124.01,0.0,6.0
4288,2020/03,64.2,3126010000,44668000,-,0.01,0.0,0.0
4290,2020/03,65.9,42377834000,4959095000,7,28.05,0.0,0.0
4293,2020/09,45.9,17937745000,2274396000,2,17.27,0.0,1.0
4295,2020/03,66.4,20093040000,385088000,10,-,0.0,9.0
4298,2020/03,71.3,59127000000,5136000000,27.5,21.1,0.0,6.0
4299,2020/03,78.4,15342000000,1012000000,20.83,35.11,5.0,9.0
4301,2020/03,60.6,58806000000,5155000000,35,21.96,1.0,2.0
4304,2020/03,23.7,4852935000,478056000,29,37.64,2.0,9.0
4307,2020/03,50.9,528873000000,83178000000,32,28.29,1.0,10.0
4308,2020/03,67.4,8442596000,547089000,6.5,30.74,1.0,1.0
4310,2020/03,40.2,22755000000,12000000,-,-,0.0,1.0
4312,2020/12,64.2,21665009000,2877182000,25.05,45.77,3.0,3.0
4316,2020/03,63.4,1494314000,101387000,-,-,0.0,6.0
4317,2020/02,59.7,11925391000,1035461000,5,15.88,0.0,0.0
4318,2020/03,69.8,21035714000,2930592000,45,40.89,9.0,9.0
4319,2020/03,27,20331697000,162130000,5,107.46,4.0,7.0
4320,2020/09,50.8,10603887000,547072000,6.8,83.95,0.0,0.0
4321,2020/12,50.8,31892000000,14109000000,8.5,43.56,3.0,5.0
4323,2020/03,47.7,18019792000,970809000,28,-,0.0,9.0
4324,2020/12,22.4,4498216000000,-140625000000,71.25,-,1.0,9.0
4326,2020/06,67.8,66880935000,3779872000,30,54.12,6.0,9.0
4327,2020/09,86.1,2964756000,1391632000,96,45.52,9.0,9.0
4331,2020/03,40.6,63678000000,3579000000,20,32.2,0.0,9.0
4333,2020/03,68.7,11686067000,915044000,25,67.21,1.0,9.0
4334,2021/01,34.8,2650000000,-174000000,10,-,0.0,10.0
4335,2020/06,56.7,2672627000,50001000,5,78.16,1.0,9.0
4336,2020/03,51.3,6410857000,146123000,10,23.35,1.0,5.0
4337,2020/03,10.2,163204000000,1104000000,5,227.27,1.0,9.0
4341,2020/03,44.3,20539000000,367000000,33,45.82,1.0,1.0
4342,2020/03,86.7,24360000000,4462000000,95,42.64,6.0,10.0
4343,2020/02,47.8,73492760000,3211520000,50,-,3.0,6.0
4344,2020/03,70.3,17282086000,474608000,0.25,41.16,0.0,0.0
4345,2020/03,66.9,9172000000,1852000000,12.2,41.03,8.0,8.0
4346,2020/09,21.5,15728000000,-1627000000,45,-,5.0,8.0
4347,2020/03,36.4,11506878000,505108000,-,-,0.0,5.0
4348,2020/03,74.4,58375000000,8211000000,31,26.65,9.0,10.0
4350,2020/03,14.2,105241000000,1615000000,10,-,0.0,8.0
4351,2020/12,49.4,2095000000,-200000000,10,-,0.0,9.0
4355,2020/10,13.1,13230064000,98208000,6,-,0.0,3.0
4356,2020/12,73.2,4800000000,686000000,20,12.05,3.0,9.0
4361,2020/11,27.4,6628207000,80880000,30,61.56,0.0,4.0
4362,2020/03,79.4,29047000000,3641212000,33,30.35,3.0,7.0
4364,2020/03,73.8,9386634000,522097000,10,14.97,1.0,1.0
4365,2020/03,84.8,31393000000,4751000000,300,29.12,1.0,1.0
4366,2020/03,67.6,12417000000,812000000,8,16.22,0.0,0.0
4367,2020/03,70.5,18528697000,1854916000,80,18.72,0.0,0.0
4368,2020/03,87.1,41310689000,8830539000,46,23.28,0.0,5.0
4369,2021/01,63.4,9801000000,2691000000,17,13.42,7.0,7.0
4380,2021/01,69.5,777610000,178000000,10,20.55,1.0,1.0
4381,2020/03,38,537267000,-174642000,-,-,0.0,0.0
4382,2020/04,96.5,1544464000,459081000,-,-,0.0,2.0
4384,2020/07,34.5,21494598000,-244281000,-,-,0.0,0.0
4386,2020/03,52.2,4476290000,380765000,17,59.62,0.0,0.0
4387,2020/03,62.8,1847178000,-106848000,-,-,0.0,0.0
4388,2020/03,88.1,819128000,273659000,7,23.34,1.0,2.0
4389,2020/03,76.9,1844133000,318425000,8.34,22.57,1.0,1.0
4390,2020/03,49.9,6508904000,1070401000,-,-,0.0,0.0
4391,2020/06,84.1,1536591000,250101000,-,-,0.0,0.0
4392,2020/12,53.4,10333000000,-284000000,5,84.62,0.0,1.0
4393,2020/09,39.5,3061423000,-60232000,-,-,0.0,0.0
4394,2020/11,94.8,877186000,89311000,15,61.62,1.0,6.0
4395,2020/12,77.8,1731000000,344000000,10,11.57,0.0,2.0
4396,2020/06,40.5,13376016000,754805000,10,3.36,1.0,3.0
4397,2020/08,51.4,2445661000,285846000,-,-,0.0,0.0
4398,2020/06,34.1,4176183000,342127000,10,17.41,0.0,0.0
4399,2020/09,68,4548097000,235616000,-,-,0.0,0.0
4401,2020/03,51.4,304131000000,22517000000,48,32.68,5.0,9.0
4403,2020/03,75.6,180917000000,26874000000,78,33.84,8.0,9.0
4404,2020/12,49.2,43080000000,1126000000,40,40.37,0.0,8.0
4406,2020/03,41.6,26839000000,428000000,3,24.13,0.0,1.0
4409,2020/03,25.3,42155000000,2006000000,15,18.51,2.0,9.0
4410,2020/03,49.2,71799094000,3752833000,38,43.61,4.0,10.0
4420,2020/12,76.9,9042000000,682000000,5.5,21.07,1.0,1.0
4421,2020/09,51.6,4283297000,106774000,12.5,48.95,4.0,5.0
4423,2020/03,22.8,51494000000,8669000000,52.97,24.72,0.0,0.0
4424,2020/09,56.3,7524525000,1097993000,-,-,0.0,0.0
4425,2020/03,65.9,456343000,9378000,-,-,0.0,0.0
4427,2020/09,48.5,8252280000,1869289000,30,18.06,0.0,0.0
4429,2020/02,74.8,3088542000,402404000,-,-,0.0,0.0
4430,2020/05,63.2,6730900000,509723000,15,15.48,0.0,0.0
4433,2020/08,42.4,71499000000,3149000000,20.5,26.42,0.0,0.0
4434,2020/02,67.9,6811373000,417570000,-,-,0.0,0.0
4437,2020/03,59.3,5758873000,381485000,-,-,0.0,2.0
4440,2020/08,76.7,2222802000,336760000,6,7.31,0.0,0.0
4441,2020/10,81.7,1234315000,498654000,10.8,34.75,0.0,2.0
4452,2020/12,55.5,1381997000000,175563000000,140,51.52,9.0,9.0
4461,2020/03,38.8,61456000000,4154000000,70,52.98,0.0,9.0
4462,2020/03,82.4,16785714000,1447302000,40,31.08,0.0,0.0
4463,2020/12,39.5,41179000000,1416000000,10,18.49,0.0,0.0
