コード,年度,自己資本比率,売上高,営業利益,一株配当,配当性向,連続増配,減配なし
6047,2020/05,84.8,13987000000,859000000,-,-,0.0,3.0
6048,2020/08,91.8,212963000,202613000,-,-,0.0,1.0
6049,2020/10,93.6,3862407000,1140522000,-,-,0.0,6.0
6050,2020/09,76.6,7845183000,1339526000,10,9.45,7.0,7.0
6054,2020/12,86.2,4078000000,-1129000000,-,-,0.0,6.0
6055,2020/03,78,34234075000,8102860000,14,23.84,7.0,7.0
6058,2020/02,32.4,36821523000,2891295000,-,-,0.0,1.0
6059,2020/03,54.3,30295077000,1075874000,10,7316.4,0.0,3.0
6060,2020/03,44.3,10473151000,582532000,30,51.82,0.0,1.0
6061,2020/06,82.7,9117586000,1126552000,20,14.2,0.0,9.0
6062,2020/06,40.8,19619548000,1902993000,6.5,11.6,0.0,6.0
6063,2020/12,31.8,2251000000,17000000,-,-,0.0,6.0
6064,2020/09,51.1,3970572000,753341000,-,0,0.0,1.0
6065,2020/04,33.2,22966693000,601956000,-,0.01,0.0,1.0
6067,2020/12,31.1,11074000000,1029000000,-,-,2.0,4.0
6069,2020/03,68.8,3079986000,227195000,14,28.69,3.0,4.0
6070,2020/02,50.3,21103379000,692239000,10,23.36,0.0,6.0
6071,2020/12,37.9,13072000000,1620000000,6,52.52,0.0,4.0
6072,2020/03,78,2398144000,38595000,-,-,0.0,0.0
6073,2020/03,81,14432951000,2239227000,60,44.51,10.0,10.0
6074,2020/03,42.8,8480379000,374061000,13.75,34.16,5.0,8.0
6077,2020/12,61.5,11735000000,769000000,5,15.87,0.0,4.0
6078,2020/12,21.5,4493000000,713000000,17.5,45.16,0.0,0.0
6080,2020/09,85,11871202000,5051544000,-,-,0.0,4.0
6081,2020/12,54.2,4192000000,298000000,-,0,0.0,6.0
6082,2020/03,55.9,21034577000,1379195000,20,13.16,0.0,4.0
6083,2020/05,40,14842735000,517522000,27,90.99,0.0,5.0
6086,2020/02,44.4,15678393000,844204000,17,23.4,1.0,1.0
6087,2020/09,70.8,9265813000,831282000,102,290.66,2.0,2.0
6088,2020/03,52.1,16003192000,2211544000,22,26.6,3.0,5.0
6089,2020/03,11.7,121916000000,4145000000,23,16.81,0.0,8.0
6090,2020/06,72.6,1118495000,-17039000,-,-,,
6091,2020/07,72.4,13745277000,795235000,15,43.95,6.0,6.0
6092,2020/03,32.5,7408498000,674189000,-,-,,
6093,2020/02,80.2,3205512000,434055000,3.5,51.65,0.0,5.0
6095,2020/09,75,5311071000,1104914000,-,-,0.0,2.0
6096,2020/03,38.4,4512451000,446576000,-,-,0.0,1.0
6098,2020/03,49.4,2399465000000,206011000000,30,27.39,5.0,8.0
6099,2020/12,52.9,26056000000,2068000000,7,18.86,9.0,9.0
6101,2020/03,52.5,49310000000,4549000000,24,62.17,2.0,9.0
6103,2020/03,77.3,172094000000,14995000000,130,38.31,3.0,10.0
6104,2020/03,56.4,116761000000,3529000000,85,26.3,0.0,0.0
6113,2020/03,77.2,320112000000,34682000000,48,74.88,1.0,9.0
6118,2020/03,71.1,69159000000,6173000000,30,49.1,0.0,1.0
6121,2020/03,50.2,25405894000,1908728000,50,75.19,2.0,2.0
6125,2020/03,38.4,34305000000,2589000000,100,27.81,3.0,9.0
6131,2020/03,14.7,5595819000,416402000,-,-,0.0,7.0
6134,2020/03,84.4,140967000000,19571000000,50,27.47,3.0,5.0
6135,2020/03,58.3,159401000000,3514000000,80,353.37,0.0,0.0
6136,2020/11,64.6,104388000000,8396000000,22,60.92,1.0,1.0
6137,2020/03,52.5,43330000000,770000000,60,119.06,1.0,1.0
6138,2020/03,42.3,9046377000,213594000,15,65.66,1.0,1.0
6140,2020/03,79.3,35304000000,294000000,10,-,1.0,1.0
6141,2020/12,35.2,328283000000,10674000000,20,281.78,3.0,9.0
6143,2020/12,49.9,58030000000,1852000000,25,87.37,3.0,3.0
6144,2020/03,63.7,23744787000,2077390000,28,41.11,2.0,4.0
6145,2020/03,77.6,27492121000,2484270000,30,25.56,0.0,9.0
6146,2020/03,82.2,141083000000,36451000000,438,38.85,1.0,1.0
6147,2020/03,45.7,3666014000,129486000,10,25.9,0.0,7.0
6149,2020/12,56.3,11208000000,572000000,20,39.03,0.0,5.0
6150,2020/05,62.5,5056410000,532863000,80,20.97,2.0,9.0
6151,2020/03,87.5,27054000000,3965000000,53,50.65,0.0,0.0
6155,2020/03,64.7,21947000000,1860000000,25,18.23,2.0,6.0
6156,2020/06,92.7,1760226000,451422000,50,52.57,0.0,6.0
6157,2020/03,89.7,9531038000,2219218000,45,36.4,0.0,4.0
6158,2020/03,76.5,7858059000,1730050000,50,27.79,3.0,3.0
6159,2020/08,89,5416990000,583283000,12.5,25.94,0.0,0.0
6161,2020/03,83.7,6773705000,1772176000,97,19.6,5.0,5.0
6164,2020/12,87.5,7082000000,515000000,30,68.84,5.0,9.0
6165,2020/03,45.8,35348500000,835656000,2,-,0.0,9.0
6167,2020/03,76.4,17426000000,875000000,24,76.64,1.0,2.0
6171,2020/12,72.3,6207000000,387000000,9,44.53,1.0,5.0
6173,2020/02,60.7,6008465000,-17396000,-,-,0.0,0.0
6175,2020/06,55.3,14363944000,735219000,6,14.3,0.0,1.0
6176,2020/09,62.3,2780094000,3265000,-,-,0.0,1.0
6178,2020/03,3.8,11950185000000,-,50,41.8,0.0,0.0
6180,2020/12,52,4999000000,-216000000,-,-,0.0,0.0
6181,2020/03,18.7,8187214000,78226000,-,-,0.0,2.0
6182,2020/02,40.1,3910479000,448860000,-,-,0.0,2.0
6183,2020/02,29.2,126663000000,11105000000,42,40.92,1.0,4.0
6184,2021/01,91.9,3238000000,265000000,1,64.01,0.0,0.0
6185,2020/03,69.1,11607509000,747875000,-,-,0.0,5.0
6186,2020/03,31.8,18247615000,371066000,14,64.69,0.0,0.0
6187,2020/03,38.1,13867926000,982946000,-,-,0.0,0.0
6188,2020/12,58.1,6846803000,477612000,4.5,26.3,2.0,3.0
6189,2020/09,43.8,22160000000,477000000,-,-,0.0,3.0
6191,2020/09,9,21241000000,-8994000000,10,-,0.0,2.0
6192,2020/04,31.9,7913602000,184410000,3.8,487,2.0,3.0
6193,2020/03,18.8,5948854000,-192590000,-,-,0.0,1.0
6194,2020/09,89.7,3430829000,732291000,-,-,0.0,2.0
6195,2020/06,19.1,14407904000,1020582000,15,13.38,0.0,2.0
6196,2020/08,78.3,6916705000,2981421000,24,12.58,1.0,1.0
6197,2020/03,29,95719000000,5465000000,19.5,40.7,3.0,3.0
6198,2020/09,35.3,12247806000,1981000,-,-,0.0,3.0
6199,2020/08,46.7,13771620000,1134471000,4.6,6.74,4.0,7.0
6200,2020/09,66.4,5119777000,784359000,9.25,75.48,8.0,8.0
6201,2020/03,46.2,2171355000000,128233000000,160,34.05,8.0,10.0
6203,2020/03,62.2,20321000000,776000000,20,41.79,0.0,10.0
6205,2020/03,32.9,21346000000,-290000000,-,-,0.0,2.0
6208,2020/03,24.9,12227000000,202250000,-,-,0.0,9.0
6210,2020/03,64.3,30453000000,1426000000,15,55.38,0.0,0.0
6218,2020/03,27.4,27125000000,2120000000,10,4.65,1.0,1.0
6222,2020/03,82.6,33206000000,-5602000000,35,-,0.0,0.0
6233,2020/09,35.2,8006367000,120440000,10,79.65,0.0,6.0
6235,2020/12,72.7,37491000000,8628000000,50,37.44,6.0,7.0
6236,2020/03,48.8,13949994000,803928000,10,12.51,1.0,2.0
6237,2020/03,68,28636597000,2114246000,30.5,31.4,2.0,2.0
6238,2020/03,79.1,27431578000,3637978000,40,28.1,0.0,7.0
6239,2020/06,47.8,6436887000,1076437000,10,9.81,0.0,2.0
6240,2020/03,84.3,12674215000,777486000,6,73.96,6.0,6.0
6245,2020/03,69.5,31682031000,3684529000,46,28.79,4.0,4.0
6246,2020/03,71.7,16785163000,3103143000,50,26.21,3.0,4.0
6247,2020/03,83.7,32511000000,2274000000,20,27.84,0.0,2.0
6248,2020/03,81.5,1733848000,247517000,40,37.02,5.0,10.0
6249,2020/03,83.7,16561000000,2036000000,35,40.24,0.0,2.0
6250,2020/12,55.8,131972000000,9643000000,40,21.99,0.0,0.0
6254,2020/03,52.6,21049215000,1846248000,33,21.48,4.0,4.0
6255,2020/08,69.7,7938097000,879716000,3.5,10.3,2.0,2.0
6257,2020/03,85.7,25172000000,-2054000000,50,-,0.0,2.0
6258,2020/03,54.4,65612306000,2736754000,40,74.34,0.0,6.0
6262,2020/03,70.9,14969269000,499580000,20,-,6.0,6.0
6264,2020/08,64.2,4388522000,896236000,17,18.9,0.0,0.0
6265,2020/12,90.5,2183000000,340000000,40,25.4,0.0,0.0
6266,2020/12,42.6,19516000000,1886000000,16,7.18,0.0,0.0
6267,2020/07,49.1,8522729000,835038000,60,17.41,2.0,2.0
6268,2020/12,56.3,279358000000,28533000000,75,47.26,0.0,9.0
6269,2020/12,25.6,309925000000,-21614000000,45,-,0.0,0.0
6271,2020/03,95,16570000000,131000000,24,166.67,0.0,5.0
6272,2020/03,78.3,26896914000,2887548000,22,39.4,0.0,0.0
6273,2020/03,89.9,526000000000,146254000000,400,24.21,0.0,9.0
6276,2020/12,74.3,2691000000,-201000000,7.5,-,0.0,1.0
6277,2020/09,62.1,53497000000,4791000000,110,26.83,0.0,9.0
6278,2020/12,93,22817000000,2864000000,70,40.83,0.0,3.0
6279,2020/02,74.4,27608592000,2429636000,13.75,20.55,2.0,2.0
6281,2020/03,41.2,37046357000,1853553000,10,12.58,2.0,5.0
6282,2020/03,74.5,60165000000,4749000000,50,45.78,0.0,9.0
6284,2020/09,54.2,27254000000,4850000000,60,21.21,0.0,9.0
6286,2020/03,58.7,33328140000,399632000,21,50.32,0.0,5.0
6287,2020/03,46.3,116372000000,7461000000,70,-,9.0,9.0
6289,2020/08,75.5,24640000000,2498000000,70,134.43,1.0,1.0
6291,2020/12,64.4,12487000000,1414000000,33,17.32,1.0,9.0
6292,2020/03,47.9,21197912000,1593438000,30,19.97,3.0,10.0
6293,2020/03,52.3,38801000000,1100000000,20,108.54,2.0,9.0
6294,2020/03,49.3,17957935000,1368511000,28,24.8,9.0,9.0
6297,2020/03,48.8,7600676000,415346000,8,15.9,1.0,1.0
6298,2020/03,35.3,21914000000,-361000000,20,-,0.0,9.0
6299,2020/03,34.4,97998000000,3504000000,45,26.58,0.0,10.0
6301,2020/03,48.5,2444870000000,250707000000,94,70,2.0,9.0
6302,2020/03,46.6,864490000000,56821000000,91,44.07,2.0,5.0
6303,2020/03,70.3,11796000000,719000000,40,211.7,1.0,2.0
6305,2020/03,40.6,931347000000,72849000000,60,48,2.0,2.0
6306,2020/03,66.3,35151000000,2053000000,40,63.29,0.0,0.0
6307,2020/03,58.5,5714889000,676667000,13,20.24,2.0,9.0
6309,2020/10,77.2,39218418000,2260635000,48,30.61,0.0,9.0
6310,2020/12,32.4,149304000000,2084000000,-,-,0.0,4.0
6312,2020/02,71.6,16772877000,558450000,20,87.78,0.0,4.0
6315,2020/03,62.4,25255495000,812236000,16,108.5,0.0,7.0
6316,2020/09,49,34895000000,852000000,35,25.62,0.0,3.0
6317,2020/03,52,58288000000,2907000000,100,54.04,3.0,10.0
6319,2020/03,65.9,19373893000,768154000,10,-,2.0,9.0
6322,2020/03,65.2,8414614000,1000020000,45,55.33,0.0,10.0
6323,2020/02,46.2,37103263000,7743701000,30,7.9,1.0,1.0
6324,2020/03,76.4,37487753000,67553000,20,-,6.0,6.0
6325,2020/03,80.2,6432271000,378870000,10,43.9,0.0,7.0
6326,2020/12,46.3,1853234000000,175284000000,36,34.12,4.0,9.0
6327,2020/06,27.6,4266550000,480821000,-,-,0.0,2.0
6328,2020/12,51.4,30250000000,3214000000,110,16.48,0.0,9.0
6330,2020/03,17.2,219094000000,1890000000,-,-,,
6331,2020/03,43.7,45062000000,2222000000,60,21.24,0.0,4.0
6332,2020/03,51.5,100333000000,8051000000,24,19.4,1.0,2.0
6333,2020/03,77.4,23576096000,3750765000,36,16.91,5.0,5.0
6334,2020/03,23.6,8988813000,104802000,5,-,0.0,3.0
6335,2020/03,45.2,11799000000,-1163296000,-,-,1.0,9.0
6336,2020/01,24.9,10368079000,321169000,10,38.72,0.0,2.0
6337,2020/03,94.1,4159000000,-86000000,20,-,3.0,3.0
6338,2020/09,60.6,4857598000,-71799000,10,-,0.0,0.0
6339,2020/03,60.2,102703000000,4734000000,24,42.65,5.0,9.0
6340,2020/06,54.2,103619000000,9366000000,60,25.65,3.0,9.0
6342,2020/03,60.5,6724660000,661655000,80,66.32,1.0,3.0
6343,2020/03,30.4,7853522000,932580000,0.5,7.22,0.0,9.0
6345,2020/03,82.1,58336392000,5857112000,24,34.69,1.0,10.0
6346,2020/03,85.6,4920900000,640408000,90,45.5,1.0,1.0
6347,2020/03,43.2,2952744000,470286000,15,19.3,2.0,9.0
6349,2020/03,72.2,77646000000,-3404000000,30,-,0.0,6.0
6351,2020/03,79.5,45604000000,5166000000,34,20.27,1.0,2.0
6355,2020/03,35.4,51017000000,3353000000,-,-,0.0,0.0
6356,2020/03,72.4,7579029000,568237000,5,14.34,1.0,2.0
6357,2020/03,46,45077568000,2871913000,35,45.47,1.0,1.0
6358,2020/03,61.7,22744492000,959923000,100,90.9,0.0,4.0
6360,2020/03,37.7,12337519000,778950000,50,8.96,0.0,9.0
6361,2020/12,47.7,523727000000,37879000000,90,23.34,0.0,2.0
6362,2020/03,50.1,9783112000,1111124000,50,25.61,0.0,9.0
6363,2020/03,45.4,47126000000,1220000000,18,125.23,1.0,8.0
6364,2020/03,64.4,41789183000,5320035000,35,28.63,2.0,9.0
6365,2020/03,70.5,19674000000,1725953000,85,27.13,2.0,2.0
6366,2020/03,6.3,385925000000,26789000000,-,0,0.0,1.0
6367,2020/03,53.8,2550305000000,265513000000,160,29.13,6.0,9.0
6368,2020/03,59.9,96515000000,9908000000,104,14.62,1.0,1.0
6369,2020/03,56.7,46518000000,2591000000,100,52.59,0.0,1.0
6370,2020/03,62.5,264807000000,27479000000,62,35.76,9.0,9.0
6371,2020/03,59.3,226423000000,16146000000,120,39.23,0.0,9.0
6373,2020/03,33.8,47510000000,1166000000,15,-,0.0,4.0
6376,2020/12,31.6,158542000000,10229000000,20,21.71,2.0,9.0
6378,2020/03,45.1,20711000000,1750000000,12,20.16,2.0,8.0
6379,2020/03,67.3,140578849000,10040059000,53,17.35,1.0,1.0
6380,2020/03,37.2,3265411000,14625000,-,-,0.0,9.0
6381,2020/03,64.6,39091312000,3876150000,24,35.32,1.0,2.0
6382,2020/03,63.4,36748514000,2645484000,36,27.02,1.0,1.0
6383,2020/03,56.7,443694000000,40497000000,75,40.42,6.0,8.0
6384,2020/03,60,10934048000,1231172000,60,43.12,0.0,6.0
6387,2020/07,77.9,5869982000,902233000,25,25.31,0.0,2.0
6390,2020/03,43.5,77894000000,-282000000,30,-,1.0,1.0
6391,2020/03,69.3,6378578000,323719000,40,26.07,0.0,1.0
6392,2020/03,77.4,10752000000,1299589000,90,22.16,8.0,10.0
6393,2020/03,46.7,26155262000,1210993000,80,52.54,0.0,2.0
6395,2020/03,50.5,227949000000,13949000000,28,53.15,1.0,9.0
6396,2020/03,26.6,4585620000,68788000,20,92.77,3.0,6.0
6400,2020/12,22.3,5912000000,283000000,5,39.83,2.0,8.0
6402,2020/03,54.4,11700392000,1013896000,43,29.12,0.0,1.0
6403,2020/03,41.8,21035000000,1280000000,55,-,2.0,2.0
6405,2020/03,84.2,8930153000,765627000,20,40.27,1.0,9.0
6406,2020/03,55.2,181232000000,13375000000,50,36.79,2.0,9.0
6407,2020/03,60.5,100717000000,5230000000,18,21.82,0.0,0.0
6408,2020/03,37.9,40658000000,586000000,100,43.19,0.0,0.0
6409,2020/03,42.8,58722000000,5474000000,48,30.62,2.0,9.0
6411,2020/12,72.6,28244000000,1192000000,300,166.7,0.0,0.0
6412,2020/03,53.2,144573000000,23551000000,80,49.72,0.0,5.0
6413,2020/03,72.1,78066000000,2543000000,15,314.49,0.0,4.0
6414,2020/03,41,17564326000,341791000,12,40.31,0.0,2.0
6416,2020/03,66.6,7169459000,-863998000,-,-,0.0,3.0
6417,2020/03,82.4,78416000000,12551000000,150,81.83,0.0,9.0
6418,2020/03,81.7,26109042000,-730788000,17,-,1.0,3.0
6419,2020/03,88,22562827000,3799989000,80,58.06,1.0,3.0
6420,2020/03,65.7,86801000000,9087000000,48,15.44,9.0,9.0
6424,2020/03,18.4,16481125000,1240627000,15,5.31,0.0,9.0
6425,2020/12,62.9,90871000000,2555000000,-,-,0.0,3.0
6428,2020/03,43,11994283000,1567055000,9,22.15,0.0,2.0
6430,2020/03,71.2,32922375000,1431918000,40,55.72,0.0,1.0
6432,2020/02,76.8,115913000000,12649000000,50,23.63,9.0,10.0
6433,2020/03,69.6,2319458000,-21428000,-,-,0.0,9.0
6436,2020/03,70.5,133084000000,16168000000,84,58.94,7.0,10.0
6440,2020/12,28.2,70401000000,-4469000000,20,-,0.0,0.0
6444,2020/03,11.1,204880000000,-3401000000,-,-,0.0,2.0
6445,2020/03,49.7,35521000000,1158000000,15,68.16,1.0,9.0
6448,2020/03,58.6,637259000000,67329000000,60,31.49,0.0,10.0
6454,2020/03,76.3,69671000000,7586000000,46,39.04,1.0,9.0
6455,2020/03,60.6,86922000000,8855000000,38,24.67,2.0,2.0
6457,2020/03,60,224170000000,17927000000,66,56.96,0.0,0.0
6458,2020/03,67.9,44263000000,9008000000,58,20.51,5.0,9.0
6459,2020/12,84.4,39817000000,5039000000,20,32.64,0.0,9.0
6460,2020/03,64.2,366594000000,27643000000,40,68.17,0.0,9.0
6461,2020/03,46.9,54881000000,1829000000,75,108.98,3.0,9.0
6462,2020/03,64.9,84530000000,5234000000,140,39.35,0.0,0.0
6463,2020/03,45.4,178530000000,13923000000,60,27.71,3.0,9.0
6464,2020/12,34.2,52024000000,3611000000,24,109.59,4.0,4.0
6465,2020/12,69.3,238314000000,18447000000,110,69.62,2.0,9.0
6466,2020/09,72.9,8824693000,885622000,45,15.16,2.0,3.0
6467,2020/03,69.3,14774345000,712939000,20,47.38,0.0,0.0
6469,2020/02,41,11127317000,-190389000,22,-,0.0,4.0
6470,2020/03,58.7,104149000000,2413000000,24,87.79,0.0,0.0
6471,2020/03,49.1,831034000000,23604000000,30,117.64,0.0,6.0
6472,2020/03,20.6,651956000000,7056000000,5,-,0.0,6.0
6473,2020/03,40.1,1418896000000,16158000000,38,-,0.0,0.0
6474,2020/11,39.9,201055000000,6850000000,50,101.06,0.0,9.0
6479,2020/03,45.6,978445000000,58647000000,28,25.28,0.0,3.0
6480,2020/03,58.4,47457000000,1341000000,12.5,-,1.0,6.0
6481,2020/12,57.9,218998000000,-8499000000,15,-,0.0,0.0
6482,2020/03,85.3,20011700000,2309496000,18,37.9,1.0,1.0
6484,2020/03,72.1,24531520000,2345819000,49,24.04,4.0,9.0
6485,2020/03,83.5,24077000000,2662000000,40,23.59,0.0,0.0
6486,2020/03,44.9,142106000000,5772000000,50,84.42,0.0,9.0
6488,2020/03,85.1,6983838000,608120000,34,30.07,5.0,5.0
6489,2020/05,55.7,29944000000,1778000000,14,22.88,1.0,1.0
6490,2020/03,80.9,29213000000,3683000000,40,41.52,5.0,9.0
6492,2020/11,70,6362940000,147154000,20,9.21,0.0,6.0
6493,2020/03,39.4,42465346000,1337983000,10,80.32,0.0,7.0
6495,2020/03,44.6,4722099000,35796000,1,1807.62,0.0,0.0
6496,2020/05,78.2,18639400000,1012504000,100,48.89,0.0,0.0
6497,2020/12,75.9,8276000000,491000000,25,44.25,0.0,2.0
6498,2020/12,52.8,84245000000,3751000000,9,65.17,2.0,9.0
6501,2020/03,31.8,8767263000000,661883000000,95,104.68,3.0,9.0
6502,2020/03,27.8,3389871000000,130460000000,20,-,1.0,3.0
6503,2020/03,55.1,4462509000000,259661000000,40,38.71,0.0,7.0
6504,2020/03,36.7,900604000000,42515000000,80,39.69,7.0,9.0
6505,2020/05,43.8,39071000000,1068000000,30,24.79,0.0,0.0
6506,2020/02,50.7,410957000000,24198000000,52,87.64,2.0,9.0
6507,2020/03,41.8,89757000000,3068000000,30,70.44,1.0,9.0
6508,2020/03,32.2,255748000000,12725000000,50,27.63,0.0,9.0
6513,2020/03,50,32502000000,904811000,40,144.21,2.0,3.0
6516,2020/03,58.9,70706000000,1043000000,90,298.12,0.0,0.0
6517,2020/03,74.1,62887000000,6057000000,46,23.56,2.0,9.0
6518,2020/03,57.3,13719370000,245446000,22,56.87,4.0,9.0
6531,2020/06,11.4,2694690000,-178586000,-,-,,
6532,2020/02,60.9,32978000000,8038000000,90,15.44,2.0,2.0
6533,2020/12,38.9,11825000000,686000000,7,12.63,1.0,1.0
6535,2020/07,86.1,14901589000,2246107000,-,-,0.0,2.0
6537,2020/12,44,2182000000,-124000000,-,-,0.0,4.0
6538,2020/03,70.3,2337731000,305432000,-,0.94,0.0,0.0
6539,2020/03,90.4,4098556000,1704825000,15,27.19,4.0,4.0
6540,2020/12,68.6,21707000000,380000000,20,127.03,5.0,8.0
6541,2020/03,80.9,1903678000,953936000,15,14.67,3.0,3.0
6542,2020/06,52.3,7412721000,861318000,22.73,20.07,2.0,2.0
6543,2020/02,63.9,5081776000,291271000,42,41.05,0.0,5.0
6544,2020/03,35.9,21339756000,2717749000,9,30.8,3.0,3.0
6545,2020/03,34.7,3575830000,216579000,-,-,0.0,1.0
6546,2020/12,59.3,11670000000,544000000,27,54.26,1.0,1.0
6547,2020/06,34.5,22909695000,-3456758000,10,-,1.0,5.0
6548,2020/03,28.9,33355387000,138709000,-,-,0.0,1.0
6550,2020/03,16.2,6371868000,-478635000,-,-,0.0,1.0
6551,2020/09,13.5,12098965000,-610462000,-,-,0.0,1.0
6552,2020/05,87.5,2890000000,408187000,-,-,0.0,1.0
6553,2020/12,43.9,20447000000,381000000,6,120.24,2.0,6.0
6554,2020/09,60.1,8967051000,208131000,7,22.71,1.0,1.0
6555,2020/02,82,2528351000,320802000,18.5,37.73,2.0,2.0
6556,2020/03,77.1,6878327000,1758473000,8.8,20.28,0.0,0.0
6560,2020/12,40.2,5555735000,478608000,-,-,0.0,3.0
6561,2020/12,16.5,948000000,-2186000000,-,-,0.0,2.0
6562,2020/03,59.5,14348300000,-91487000,-,-,0.0,1.0
6563,2020/09,52.7,4155633000,77196000,-,-,0.0,1.0
6564,2020/03,36.8,5213953000,1495769000,5,5.92,0.0,0.0
6565,2020/03,31.7,6295918000,1333456000,6,9.55,0.0,4.0
6566,2020/03,74.6,11490323000,806887000,11,36.17,0.0,0.0
6567,2020/05,44.2,6948846000,136605000,3,8.77,0.0,0.0
6568,2020/03,77,6347583000,574459000,25,37.23,0.0,6.0
6569,2020/03,52.9,74966000000,3061000000,6.61,30.5,2.0,2.0
6570,2020/03,31.6,13591652000,249497000,17.5,266.42,2.0,6.0
6571,2020/06,29.9,19089000000,239000000,-,227.88,1.0,1.0
6575,2020/03,49.6,2643917000,20017000,10,-,0.0,0.0
6577,2020/07,24.3,1111508000,-60451000,-,-,0.0,2.0
6578,2020/02,64.3,4776812000,-167350000,5,-,0.0,0.0
6579,2020/03,51.1,2708156000,63585000,-,-,0.0,0.0
6580,2020/03,81.8,1851621000,257590000,-,0,0.0,1.0
6584,2020/03,32,142707000000,5452000000,17,33.44,0.0,9.0
6586,2020/03,84.7,492617000000,64046000000,53,35.26,2.0,2.0
6588,2020/03,30.3,483799000000,13977000000,30,73.67,3.0,3.0
6590,2020/03,34.3,47141000000,3123000000,110,31.84,2.0,7.0
6594,2020/03,44.6,1534800000000,110326000000,57.5,55.39,1.0,1.0
6615,2020/03,5.3,141010230000,-5188256000,-,-,0.0,8.0
6616,2020/03,67.1,21500955000,678161000,40,107.31,2.0,6.0
6617,2020/03,47.3,93341000000,2321000000,50,96.09,0.0,7.0
6618,2020/03,22.7,11441235000,465943000,8,30.3,1.0,6.0
6620,2020/03,89.5,1489000000,973000000,-,-,0.0,7.0
6622,2020/03,49.3,145044000000,9065000000,85,31.7,2.0,9.0
6625,2020/03,32.9,1724620000,1069738000,-,-,0.0,8.0
6626,2020/03,54.2,14890312000,1089657000,20,12.83,0.0,3.0
6627,2020/12,42.5,18339000000,429000000,-,-,0.0,6.0
6629,2020/03,35.3,22357720000,1443791000,15,4.09,0.0,5.0
6630,2020/04,77.3,22975758000,2504326000,3.6,34.26,3.0,7.0
6632,2020/03,22.6,291304000000,4080000000,5,103.04,0.0,5.0
6633,2020/12,51.9,3684000000,192000000,7,160.02,0.0,1.0
6635,2020/12,15.9,28004000000,205000000,-,17.25,0.0,0.0
6637,2020/03,67.1,36700640000,2411392000,16,8.96,0.0,9.0
6638,2020/03,29.2,55557698000,1353517000,7.5,-,2.0,9.0
6639,2020/03,52.8,25735479000,1564453000,40,18.47,0.0,4.0
6640,2020/12,60.4,54531000000,2911000000,25,40.66,1.0,1.0
6641,2020/03,68.1,117500000000,11478000000,32,41.82,1.0,9.0
6643,2020/03,63.7,22552187000,1548235000,80,36.4,1.0,1.0
6644,2020/03,47.8,90069000000,3691000000,20,81.7,0.0,3.0
6645,2020/03,70,677980000000,54760000000,84,23.12,0.0,4.0
6647,2020/03,40.8,9866853000,527648000,50,14.68,0.0,0.0
6648,2020/03,73,21009000000,881378000,80,38.77,0.0,9.0
6651,2020/03,73.6,139421000000,12402000000,60,22.65,0.0,1.0
6652,2020/03,49.1,58355000000,4704000000,50,47.94,0.0,9.0
6653,2020/12,42.4,23383000000,1325000000,25,23.2,5.0,7.0
6654,2021/01,93.6,3659000000,287000000,32,92.51,0.0,10.0
6656,2020/04,47.6,2348206000,44770000,3,15.51,0.0,1.0
6658,2020/03,11.4,26135000000,-98000000,-,-,0.0,6.0
6659,2020/03,41.7,2437465000,-535975000,-,-,0.0,7.0
6662,2020/06,89.4,1764442000,51841000,3,111.87,0.0,9.0
6663,2020/12,53.5,3175189000,-425693000,3,-,0.0,0.0
6666,2020/03,13.6,4479624000,5724000,-,-,0.0,0.0
6668,2020/08,52.7,7136822000,874463000,10,10.58,0.0,6.0
6670,2020/03,56.1,153734000000,13706000000,23.5,26.7,6.0,6.0
6674,2020/03,45.8,395553000000,21676000000,50,29.86,0.0,6.0
6675,2020/03,59.2,39300000000,2271000000,55,29.98,1.0,1.0
6676,2020/03,61.2,114888000000,4137000000,60,34.79,0.0,1.0
6677,2020/09,70.4,19104575000,-659332000,10,-,2.0,2.0
6678,2020/03,85.4,9810534000,1257753000,49,40.27,2.0,9.0
6694,2020/12,50.2,10419000000,755000000,62,15.48,0.0,0.0
6698,2020/03,67.8,3470136000,463662000,6.25,13,0.0,6.0
6699,2020/03,11.7,71012000000,511000000,17.5,-,0.0,0.0
6701,2020/03,29.2,3095234000000,127609000000,70,18.18,0.0,0.0
6702,2020/03,38.9,3857797000000,211483000000,180,20.26,3.0,5.0
6703,2020/03,28.5,457223000000,16829000000,50,30.7,0.0,5.0
6704,2020/03,67.3,22294000000,150000000,-,173.68,0.0,1.0
6706,2020/03,73.8,45016000000,2601000000,45,30.91,0.0,1.0
6707,2020/03,25.7,160217000000,4309000000,30,-,0.0,3.0
6709,2020/03,52.6,8105320000,571792000,10,34.78,1.0,2.0
6715,2020/03,78.5,17735000000,357000000,50,113.04,2.0,2.0
6718,2020/03,81.6,48494000000,2833000000,51,33.76,2.0,5.0
6723,2020/12,38.3,715673000000,65142000000,-,-,,
6724,2020/03,48.4,1043600000000,39479000000,62,279.92,0.0,7.0
6727,2020/03,54.2,88579866000,5566709000,7,24.88,1.0,3.0
6728,2020/06,54.6,185402000000,15958000000,80,48.12,4.0,4.0
6730,2020/03,88,9265000000,393000000,21,50,0.0,0.0
6734,2020/02,53,3128137000,359004000,25,14.84,1.0,3.0
6736,2020/03,30.2,26220033000,-2252004000,-,-,0.0,9.0
